Codmundv_A;nomemun_A;Codmundv_B;nomemun_B;VAR01;VAR02;VAR03;VAR04
4311809;Marau;4313201;Nova Petrópolis;1;2;3;147
4311205;Júlio de Castilhos;4313102;Nova Palma;1;2;3;35
3511508;Cerquilho;4313060;Nova Hartz;1;2;3;771
4303905;Campo Bom;4313060;Nova Hartz;1;2;3;18
4304606;Canoas;4312906;Nova Bassano;1;2;3;141
4312401;Montenegro;4312807;Nova Araçá;1;2;3;114
4305207;Cerro Largo;4312708;Nonoai;1;2;3;214
4305108;Caxias do Sul;4312476;Morro Reuter;1;2;3;43
3167202;Sete Lagoas;4312401;Montenegro;1;2;3;1319
4109401;Guarapuava;4312401;Montenegro;1;2;3;474
4111209;Itapejara d'Oeste;4312401;Montenegro;1;2;3;429
4207304;Imbituba;4312401;Montenegro;1;2;3;311
4310439;Ipê;4312401;Montenegro;1;2;3;98
4209300;Lages;4311809;Marau;1;2;3;196
4216602;São José;4311809;Marau;1;2;3;356
4311106;Jaguari;4311759;Manoel Viana;1;2;3;70
4209003;Joaçaba;4311700;Machadinho;1;2;3;48
4305207;Cerro Largo;4311403;Lajeado;1;2;3;297
4209300;Lages;4311304;Lagoa Vermelha;1;2;3;125
4303103;Cachoeirinha;4310603;Itaqui;1;2;3;536
4305207;Cerro Largo;4310603;Itaqui;1;2;3;207
3550308;São Paulo;4310439;Ipê;1;2;3;723
4305108;Caxias do Sul;4310439;Ipê;1;2;3;42
4309902;Ibiraiaras;4310439;Ipê;1;2;3;58
4309209;Gravataí;4310330;Imbé;1;2;3;81
4305405;Chiapetta;4310207;Ijuí;1;2;3;52
3523909;Itu;4310108;Igrejinha;1;2;3;771
4302238;Boa vista do Incra;4310009;Ibirubá;1;2;3;36
4303004;Cachoeira do Sul;4310009;Ibirubá;1;2;3;153
2923001;Nova Viçosa;4309308;Guaíba;1;2;3;1739
4300638;Amaral Ferrador;4309308;Guaíba;1;2;3;123
3516200;Franca;4309209;Gravataí;1;2;3;1093
3552809;Taboão da Serra;4309209;Gravataí;1;2;3;807
4308201;Flores da Cunha;4309209;Gravataí;1;2;3;103
3534401;Osasco;4309100;Gramado;1;2;3;757
4305207;Cerro Largo;4308904;Getúlio Vargas;1;2;3;246
4300059;Água Santa;4308854;Gentil;1;2;3;28
4208203;Itajaí;4308706;Gaurama;1;2;3;337
4308201;Flores da Cunha;4308607;Garibaldi;1;2;3;42
4301602;Bagé;4308508;Frederico Westphalen;1;2;3;446
4305108;Caxias do Sul;4308508;Frederico Westphalen;1;2;3;298
4304408;Canela;4308201;Flores da Cunha;1;2;3;50
4304606;Canoas;4308201;Flores da Cunha;1;2;3;98
2605202;Escada;4307906;Farroupilha;1;2;3;2739
2908903;Coração de Maria;4307906;Farroupilha;1;2;3;2208
3552403;Sumaré;4307906;Farroupilha;1;2;3;807
4103701;Cambé;4307906;Farroupilha;1;2;3;657
4105805;Colombo;4307906;Farroupilha;1;2;3;483
4125605;São Mateus do Sul;4307906;Farroupilha;1;2;3;386
4202008;Balneário Camboriú;4307906;Farroupilha;1;2;3;356
4202701;Botuverá;4307906;Farroupilha;1;2;3;313
4211900;Palhoça;4307906;Farroupilha;1;2;3;306
4300604;Alvorada;4307906;Farroupilha;1;2;3;88
4307708;Esteio;4307906;Farroupilha;1;2;3;71
4305207;Cerro Largo;4307807;Estrela;1;2;3;305
4303905;Campo Bom;4307708;Esteio;1;2;3;22
4204806;Curitibanos;4307005;Erechim;1;2;3;170
4215000;Rio Negrinho;4307005;Erechim;1;2;3;311
4301800;Barracão;4307005;Erechim;1;2;3;81
4303103;Cachoeirinha;4307005;Erechim;1;2;3;282
4305207;Cerro Largo;4307005;Erechim;1;2;3;250
4209102;Joinville;4306809;Encantado;1;2;3;438
4300406;Alegrete;4306809;Encantado;1;2;3;381
4304630;Capão da Canoa;4306809;Encantado;1;2;3;191
4306767;Eldorado do Sul;4306809;Encantado;1;2;3;99
4303004;Cachoeira do Sul;4306767;Eldorado do Sul;1;2;3;125
4305207;Cerro Largo;4306601;Dom Pedrito;1;2;3;312
3106200;Belo Horizonte;4306403;Dois Irmãos;1;2;3;1260
4205407;Florianópolis;4306403;Dois Irmãos;1;2;3;331
4300604;Alvorada;4306403;Dois Irmãos;1;2;3;45
4302105;Bento Gonçalves;4306304;David Canabarro;1;2;3;92
4303004;Cachoeira do Sul;4306205;Cruzeiro do Sul;1;2;3;102
4304606;Canoas;4306205;Cruzeiro do Sul;1;2;3;93
4303103;Cachoeirinha;4306106;Cruz Alta;1;2;3;284
4304606;Canoas;4306106;Cruz Alta;1;2;3;275
4305207;Cerro Largo;4306106;Cruz Alta;1;2;3;124
4306007;Crissiumal;4306106;Cruz Alta;1;2;3;136
4300059;Água Santa;4305504;Ciríaco;1;2;3;24
4300703;Anta Gorda;4305207;Cerro Largo;1;2;3;284
4301404;Arvorezinha;4305207;Cerro Largo;1;2;3;264
4302808;Caçapava do Sul;4305207;Cerro Largo;1;2;3;289
4302907;Cacequi;4305207;Cerro Largo;1;2;3;193
2111300;São Luís;4305108;Caxias do Sul;1;2;3;3013
2306306;Itapagé;4305108;Caxias do Sul;1;2;3;3010
1100205;Porto Velho;4304606;Canoas;1;2;3;2606
4122305;Rio Negro;4304606;Canoas;1;2;3;442
4211306;Navegantes;4304606;Canoas;1;2;3;412
4300802;Antônio Prado;4304606;Canoas;1;2;3;117
4304507;Canguçu;4304606;Canoas;1;2;3;221
4303103;Cachoeirinha;4304507;Canguçu;1;2;3;219
3505708;Barueri;4303509;Camaquã;1;2;3;931
2927408;Salvador;4303103;Cachoeirinha;1;2;3;2202
3524402;Jacareí;4303103;Cachoeirinha;1;2;3;880
3548807;São Caetano do Sul;4303103;Cachoeirinha;1;2;3;822
4300406;Alegrete;4303103;Cachoeirinha;1;2;3;448
4303004;Cachoeira do Sul;4303103;Cachoeirinha;1;2;3;174
3516200;Franca;4302105;Bento Gonçalves;1;2;3;1030
3550308;São Paulo;4301651;Barão;1;2;3;783
4208203;Itajaí;4301008;Arroio do Meio;1;2;3;410
2306306;Itapagé;4300604;Alvorada;1;2;3;3090
4209003;Joaçaba;4219853;Zortéa;1;2;3;34
4104808;Cascavel;4219705;Xaxim;1;2;3;242
4205407;Florianópolis;4219176;Vargem Bonita;1;2;3;329
4204301;Concórdia;4219101;Vargeão;1;2;3;42
4209003;Joaçaba;4219101;Vargeão;1;2;3;70
4216800;São José do Cerrito;4218905;Urubici;1;2;3;105
4204202;Chapecó;4218855;União do Oeste;1;2;3;45
4202909;Brusque;4218806;Turvo;1;2;3;216
4212106;Palmitos;4218756;Tunápolis;1;2;3;50
3122306;Divinópolis;4218707;Tubarão;1;2;3;1003
3534401;Osasco;4218707;Tubarão;1;2;3;590
3509502;Campinas;4218301;Três Barras;1;2;3;480
4207908;Irineópolis;4218251;Timbó Grande;1;2;3;44
3543402;Ribeirão Preto;4218004;Tijucas;1;2;3;679
4208203;Itajaí;4217907;Tangará;1;2;3;248
4208203;Itajaí;4217808;Taió;1;2;3;129
4209300;Lages;4217501;Seara;1;2;3;209
3303401;Nova Friburgo;4216602;São José;1;2;3;831
4104303;Campo Mourão;4216602;São José;1;2;3;532
4118501;Pato Branco;4216602;São José;1;2;3;418
4119905;Ponta Grossa;4216602;São José;1;2;3;310
4128708;Vitorino;4216602;São José;1;2;3;428
1100205;Porto Velho;4216008;São Carlos;1;2;3;2267
3201308;Cariacica;4216008;São Carlos;1;2;3;1431
4204301;Concórdia;4216008;São Carlos;1;2;3;101
4208203;Itajaí;4216008;São Carlos;1;2;3;424
3534401;Osasco;4215802;São Bento do Sul;1;2;3;395
4204806;Curitibanos;4215802;São Bento do Sul;1;2;3;167
4208203;Itajaí;4215406;Salto Veloso;1;2;3;264
4204202;Chapecó;4215208;Romelândia;1;2;3;86
4115200;Maringá;4215109;Rodeio;1;2;3;461
3522307;Itapetininga;4214805;Rio do Sul;1;2;3;433
4202206;Benedito Novo;4214805;Rio do Sul;1;2;3;55
4107207;Dois Vizinhos;4214201;Quilombo;1;2;3;114
4208302;Itapema;4214003;Presidente Getúlio;1;2;3;98
3304557;Rio de Janeiro;4213609;Porto União;1;2;3;854
4204608;Criciúma;4213500;Porto Belo;1;2;3;185
4205902;Gaspar;4213500;Porto Belo;1;2;3;45
4202206;Benedito Novo;4213203;Pomerode;1;2;3;20
4102307;Balsa Nova;4212809;Piçarras;1;2;3;158
4204301;Concórdia;4212270;Passos Maia;1;2;3;49
4122305;Rio Negro;4212205;Papanduva;1;2;3;45
4204202;Chapecó;4212205;Papanduva;1;2;3;261
4202156;Belmonte;4212106;Palmitos;1;2;3;51
4207650;Iporã do Oeste;4212106;Palmitos;1;2;3;39
3516200;Franca;4211900;Palhoça;1;2;3;798
4204202;Chapecó;4211850;Ouro Verde;1;2;3;56
4203600;Campos Novos;4211751;Otacílio Costa;1;2;3;108
4204707;Cunha Porã;4211702;Orleans;1;2;3;408
4204202;Chapecó;4211652;Novo Horizonte;1;2;3;77
1100205;Porto Velho;4211603;Nova Veneza;1;2;3;2566
1200401;Rio Branco;4211603;Nova Veneza;1;2;3;2669
1302603;Manaus;4211603;Nova Veneza;1;2;3;2985
2304400;Fortaleza;4211603;Nova Veneza;1;2;3;2930
2408102;Natal;4211603;Nova Veneza;1;2;3;2845
2704302;Maceió;4211603;Nova Veneza;1;2;3;2455
2800308;Aracaju;4211603;Nova Veneza;1;2;3;2275
3549904;São José dos Campos;4211603;Nova Veneza;1;2;3;694
4106902;Curitiba;4211603;Nova Veneza;1;2;3;355
4204202;Chapecó;4211603;Nova Veneza;1;2;3;347
4209102;Joinville;4211603;Nova Veneza;1;2;3;268
3516200;Franca;4211306;Navegantes;1;2;3;713
4115200;Maringá;4211306;Navegantes;1;2;3;497
4119905;Ponta Grossa;4211306;Navegantes;1;2;3;245
4205308;Faxinal dos Guedes;4210555;Marema;1;2;3;37
4204202;Chapecó;4210308;Major Vieira;1;2;3;244
4204202;Chapecó;4210100;Mafra;1;2;3;300
4205407;Florianópolis;4209706;Lebon Régis;1;2;3;229
4205704;Garopaba;4209409;Laguna;1;2;3;53
3516200;Franca;4209300;Lages;1;2;3;852
3548708;São Bernardo do Campo;4209300;Lages;1;2;3;580
2306306;Itapagé;4209102;Joinville;1;2;3;2649
2602902;Cabo de Santo Agostinho;4209102;Joinville;1;2;3;2386
2905404;Cairu;4209102;Joinville;1;2;3;1703
4118204;Paranaguá;4209102;Joinville;1;2;3;83
4119954;Pontal do Paraná;4209102;Joinville;1;2;3;76
4205506;Fraiburgo;4209102;Joinville;1;2;3;222
4200101;Abelardo Luz;4209003;Joaçaba;1;2;3;101
4207908;Irineópolis;4209003;Joaçaba;1;2;3;125
4208104;Itaiópolis;4209003;Joaçaba;1;2;3;185
2306306;Itapagé;4208906;Jaraguá do Sul;1;2;3;2676
2309607;Pacajus;4208906;Jaraguá do Sul;1;2;3;2663
3516200;Franca;4208906;Jaraguá do Sul;1;2;3;678
3556206;Valinhos;4208906;Jaraguá do Sul;1;2;3;440
4113700;Londrina;4208906;Jaraguá do Sul;1;2;3;407
4201257;Apiúna;4208906;Jaraguá do Sul;1;2;3;69
4204301;Concórdia;4208609;Jaborá;1;2;3;29
4203006;Caçador;4208500;Ituporanga;1;2;3;162
4208203;Itajaí;4208500;Ituporanga;1;2;3;99
3505708;Barueri;4208302;Itapema;1;2;3;432
4202701;Botuverá;4208302;Itapema;1;2;3;45
2602100;Bom Conselho;4208203;Itajaí;1;2;3;2268
3506003;Bauru;4208203;Itajaí;1;2;3;511
3523404;Itatiba;4208203;Itajaí;1;2;3;474
4108403;Francisco Beltrão;4208203;Itajaí;1;2;3;436
4203501;Campo Erê;4208203;Itajaí;1;2;3;433
4203600;Campos Novos;4208203;Itajaí;1;2;3;251
4204806;Curitibanos;4208203;Itajaí;1;2;3;188
4205209;Erval Velho;4208203;Itajaí;1;2;3;270
4205506;Fraiburgo;4208203;Itajaí;1;2;3;216
4204301;Concórdia;4208104;Itaiópolis;1;2;3;233
4204301;Concórdia;4207908;Irineópolis;1;2;3;163
4204202;Chapecó;4207858;Irati;1;2;3;57
4204202;Chapecó;4207684;Ipuaçu;1;2;3;56
4205407;Florianópolis;4207650;Iporã do Oeste;1;2;3;504
3552205;Sorocaba;4206900;Ibirama;1;2;3;442
4203600;Campos Novos;4206801;Ibicaré;1;2;3;40
4204202;Chapecó;4206702;Herval d'Oeste;1;2;3;112
3505708;Barueri;4206504;Guaramirim;1;2;3;389
3549904;São José dos Campos;4206504;Guaramirim;1;2;3;475
4204806;Curitibanos;4206009;Governador Celso Ramos;1;2;3;200
2211209;Uruçuí;4205902;Gaspar;1;2;3;2220
2926202;Riachão das Neves;4205902;Gaspar;1;2;3;1724
2928901;São Desidério;4205902;Gaspar;1;2;3;1656
4118204;Paranaguá;4205902;Gaspar;1;2;3;154
4204806;Curitibanos;4205902;Gaspar;1;2;3;168
4203303;Campo Alegre;4205803;Garuva;1;2;3;45
2306306;Itapagé;4205407;Florianópolis;1;2;3;2772
3143401;Monte Sião;4205407;Florianópolis;1;2;3;602
3534708;Ourinhos;4205407;Florianópolis;1;2;3;528
4201257;Apiúna;4205407;Florianópolis;1;2;3;106
4201703;Ascurra;4205407;Florianópolis;1;2;3;112
4202081;Bandeirante;4205407;Florianópolis;1;2;3;512
4117909;Palotina;4205308;Faxinal dos Guedes;1;2;3;321
4204301;Concórdia;4205209;Erval Velho;1;2;3;57
4204608;Criciúma;4204806;Curitibanos;1;2;3;196
4104808;Cascavel;4204608;Criciúma;1;2;3;568
4118501;Pato Branco;4204608;Criciúma;1;2;3;416
4203204;Camboriú;4204608;Criciúma;1;2;3;193
4203303;Campo Alegre;4204608;Criciúma;1;2;3;274
4201307;Araquari;4204509;Corupá;1;2;3;46
2616407;Vitória de Santo Antão;4204301;Concórdia;1;2;3;2633
3543402;Ribeirão Preto;4204301;Concórdia;1;2;3;786
3548807;São Caetano do Sul;4204301;Concórdia;1;2;3;665
4106571;Cruzeiro do Iguaçu;4204301;Concórdia;1;2;3;208
4117453;Ouro Verde do Oeste;4204301;Concórdia;1;2;3;325
2314102;Viçosa do Ceará;4204202;Chapecó;1;2;3;2820
4202131;Bela Vista do Toldo;4204202;Chapecó;1;2;3;233
4202537;Bom Jesus;4204202;Chapecó;1;2;3;46
4106902;Curitiba;4203907;Capinzal;1;2;3;311
4117701;Palmeira;4203808;Canoinhas;1;2;3;95
4106902;Curitiba;4203600;Campos Novos;1;2;3;290
3534401;Osasco;4203006;Caçador;1;2;3;556
4104303;Campo Mourão;4202909;Brusque;1;2;3;479
4109906;Icaraíma;4202909;Brusque;1;2;3;627
4125357;São Jorge do Patrocínio;4202909;Brusque;1;2;3;615
4202453;Bombinhas;4202701;Botuverá;1;2;3;54
4119905;Ponta Grossa;4202404;Blumenau;1;2;3;231
3549805;São José do Rio Preto;4202008;Balneário Camboriú;1;2;3;686
4104303;Campo Mourão;4202008;Balneário Camboriú;1;2;3;488
4200606;Águas Mornas;4201208;Antônio Carlos;1;2;3;21
4115200;Maringá;4128807;Xambrê;1;2;3;163
4104428;Candói;4128658;Virmond;1;2;3;31
3513801;Diadema;4128104;Umuarama;1;2;3;683
4122602;Rondon;4128104;Umuarama;1;2;3;67
4127403;Terra Roxa;4127957;Tupãssi;1;2;3;76
4101507;Arapongas;4127700;Toledo;1;2;3;275
4101200;Antonina;4127601;Tijucas do Sul;1;2;3;78
4117701;Palmeira;4127502;Tibagi;1;2;3;110
4110409;Indianópolis;4127205;Terra Boa;1;2;3;41
4117909;Palotina;4127205;Terra Boa;1;2;3;151
3304557;Rio de Janeiro;4127106;Telêmaco Borba;1;2;3;766
4101408;Apucarana;4126678;Tamarana;1;2;3;40
4106902;Curitiba;4126678;Tamarana;1;2;3;265
4115200;Maringá;4126678;Tamarana;1;2;3;91
4101507;Arapongas;4126256;Sarandi;1;2;3;44
4115200;Maringá;4126009;São Sebastião da Amoreira;1;2;3;119
4101002;Ampére;4125704;São Miguel do Iguaçu;1;2;3;99
4104907;Castro;4125605;São Mateus do Sul;1;2;3;121
4111506;Ivaiporã;4125605;São Mateus do Sul;1;2;3;221
1505031;Novo Progresso;4125506;São José dos Pinhais;1;2;3;2120
3556701;Vinhedo;4125506;São José dos Pinhais;1;2;3;354
4101606;Arapoti;4125407;São José da Boa Vista;1;2;3;32
4115200;Maringá;4125357;São Jorge do Patrocínio;1;2;3;206
4124509;Santo Inácio;4124905;São João do Caiuá;1;2;3;58
4115200;Maringá;4124707;São Jerônimo da Serra;1;2;3;125
3504503;Avaré;4124103;Santo Antônio da Platina;1;2;3;123
3506003;Bauru;4124103;Santo Antônio da Platina;1;2;3;149
3529005;Marília;4124103;Santo Antônio da Platina;1;2;3;120
3554003;Tatuí;4124103;Santo Antônio da Platina;1;2;3;232
4123501;Santa Helena;4124053;Santa Terezinha de Itaipu;1;2;3;63
4115200;Maringá;4123204;Santa Cecília do Pavão;1;2;3;117
3550308;São Paulo;4123105;Santa Amélia;1;2;3;389
4113700;Londrina;4123105;Santa Amélia;1;2;3;75
2606408;Gravatá;4122404;Rolândia;1;2;3;2282
4104303;Campo Mourão;4122404;Rolândia;1;2;3;132
3304557;Rio de Janeiro;4122305;Rio Negro;1;2;3;738
4103107;Bocaiúva do Sul;4122305;Rio Negro;1;2;3;121
3505708;Barueri;4122206;Rio Branco do Sul;1;2;3;307
4117602;Palmas;4122206;Rio Branco do Sul;1;2;3;307
4102406;Bandeirantes;4121802;Ribeirão Claro;1;2;3;63
4104303;Campo Mourão;4121356;Rancho Alegre d'Oeste;1;2;3;64
3547304;Santana de Parnaíba;4121000;Querência do Norte;1;2;3;675
2927408;Salvador;4120804;Quatro Barras;1;2;3;1712
4104709;Carlópolis;4120705;Quatiguá;1;2;3;25
4113205;Lapa;4119954;Pontal do Paraná;1;2;3;121
4103701;Cambé;4119905;Ponta Grossa;1;2;3;229
4107652;Fazenda Rio Grande;4119905;Ponta Grossa;1;2;3;106
4117909;Palotina;4119608;Pitanga;1;2;3;214
3304557;Rio de Janeiro;4119400;Piraí do Sul;1;2;3;697
2910727;Eunápolis;4119152;Pinhais;1;2;3;1373
2923001;Nova Viçosa;4119152;Pinhais;1;2;3;1267
3304201;Resende;4119152;Pinhais;1;2;3;572
3549805;São José do Rio Preto;4118907;Pérola;1;2;3;544
4113205;Lapa;4118709;Paulo Frontin;1;2;3;116
4103222;Bom Sucesso do Sul;4118501;Pato Branco;1;2;3;24
3534401;Osasco;4118402;Paranavaí;1;2;3;582
3544251;Rosana;4118402;Paranavaí;1;2;3;85
4110409;Indianópolis;4118402;Paranavaí;1;2;3;49
4115804;Medianeira;4118402;Paranavaí;1;2;3;297
4104303;Campo Mourão;4118204;Paranaguá;1;2;3;419
4100707;Alto Piquiri;4117909;Palotina;1;2;3;48
4104303;Campo Mourão;4117800;Palmital;1;2;3;96
4102901;Bituruna;4117602;Palmas;1;2;3;57
4104808;Cascavel;4117602;Palmas;1;2;3;227
4106902;Curitiba;4117305;Ortigueira;1;2;3;217
3505807;Bastos;4116901;Nova Esperança;1;2;3;205
1100023;Ariquemes;4115200;Maringá;1;2;3;1852
4102802;Bela Vista do Paraíso;4115200;Maringá;1;2;3;89
4107553;Farol;4115200;Maringá;1;2;3;103
4106902;Curitiba;4114401;Mangueirinha;1;2;3;294
4106852;Cruzmaltina;4114203;Mandaguari;1;2;3;56
4102109;Astorga;4114104;Mandaguaçu;1;2;3;49
4109500;Guaraqueçaba;4113908;Mallet;1;2;3;257
3532207;Narandiba;4113809;Lupionópolis;1;2;3;41
3146008;Ouro Fino;4113700;Londrina;1;2;3;500
3148004;Patos de Minas;4113700;Londrina;1;2;3;701
3300100;Angra dos Reis;4113700;Londrina;1;2;3;703
3302403;Macaé;4113700;Londrina;1;2;3;950
3303302;Niterói;4113700;Londrina;1;2;3;824
3306305;Volta Redonda;4113700;Londrina;1;2;3;725
3506508;Birigui;4113700;Londrina;1;2;3;236
3507100;Bom Jesus dos Perdões;4113700;Londrina;1;2;3;480
3511102;Catanduva;4113700;Londrina;1;2;3;324
3511607;Cesário Lange;4113700;Londrina;1;2;3;327
3518701;Guarujá;4113700;Londrina;1;2;3;506
3522307;Itapetininga;4113700;Londrina;1;2;3;319
3538709;Piracicaba;4113700;Londrina;1;2;3;363
3541000;Praia Grande;4113700;Londrina;1;2;3;494
3554102;Taubaté;4113700;Londrina;1;2;3;570
4102703;Barra do Jacaré;4113700;Londrina;1;2;3;101
4109708;Ibaiti;4112306;Japira;1;2;3;7
2900405;Água Fria;4112009;Jaguariaíva;1;2;3;1740
2913705;Inhambupe;4112009;Jaguariaíva;1;2;3;1772
3507159;Bom Sucesso de Itararé;4112009;Jaguariaíva;1;2;3;56
3553807;Taquarituba;4111803;Jacarezinho;1;2;3;90
3534401;Osasco;4111506;Ivaiporã;1;2;3;505
4105508;Cianorte;4111100;Itambé;1;2;3;62
4105508;Cianorte;4109807;Ibiporã;1;2;3;165
1100023;Ariquemes;4109708;Ibaiti;1;2;3;1990
1100049;Cacoal;4109708;Ibaiti;1;2;3;1767
1100106;Guajará-Mirim;4109708;Ibaiti;1;2;3;2073
4104303;Campo Mourão;4109658;Honório Serpa;1;2;3;232
3541406;Presidente Prudente;4109401;Guarapuava;1;2;3;361
4103453;Cafelândia;4108601;Goioerê;1;2;3;55
3170206;Uberlândia;4108304;Foz do Iguaçu;1;2;3;954
4101408;Apucarana;4107652;Fazenda Rio Grande;1;2;3;316
4104303;Campo Mourão;4107603;Faxinal;1;2;3;109
1100106;Guajará-Mirim;4107256;Douradina;1;2;3;1831
1100288;Rolim de Moura;4107256;Douradina;1;2;3;1528
1200252;Epitaciolândia;4107256;Douradina;1;2;3;2043
1503606;Itaituba;4107256;Douradina;1;2;3;2135
3203205;Linhares;4107256;Douradina;1;2;3;1410
2903201;Barreiras;4106902;Curitiba;1;2;3;1521
3302502;Magé;4106902;Curitiba;1;2;3;693
3505807;Bastos;4106605;Cruzeiro do Oeste;1;2;3;314
4105508;Cianorte;4106308;Corbélia;1;2;3;143
3550308;São Paulo;4106001;Congonhinhas;1;2;3;399
3536505;Paulínia;4105508;Cianorte;1;2;3;563
1100023;Ariquemes;4104808;Cascavel;1;2;3;1904
1100098;Espigão d'Oeste;4104808;Cascavel;1;2;3;1656
1100114;Jaru;4104808;Cascavel;1;2;3;1830
1100155;Ouro Preto do Oeste;4104808;Cascavel;1;2;3;1790
1100254;Presidente Médici;4104808;Cascavel;1;2;3;1729
3505203;Bariri;4104808;Cascavel;1;2;3;569
4104428;Candói;4104808;Cascavel;1;2;3;153
4102307;Balsa Nova;4104659;Carambeí;1;2;3;87
4104428;Candói;4104451;Cantagalo;1;2;3;32
3511300;Cedral;4104303;Campo Mourão;1;2;3;468
3534401;Osasco;4104303;Campo Mourão;1;2;3;571
4103040;Boa Ventura de São Roque;4104303;Campo Mourão;1;2;3;120
3534401;Osasco;4103701;Cambé;1;2;3;460
4101804;Araucária;4103107;Bocaiúva do Sul;1;2;3;51
3519501;Ibirarema;4102307;Balsa Nova;1;2;3;309
3510609;Carapicuíba;4101903;Assaí;1;2;3;410
2105302;Imperatriz;4101804;Araucária;1;2;3;2229
4100202;Adrianópolis;4101804;Araucária;1;2;3;108
4101408;Apucarana;4101804;Araucária;1;2;3;304
1100114;Jaru;4101507;Arapongas;1;2;3;1806
1100122;Ji-Paraná;4101507;Arapongas;1;2;3;1724
1200302;Feijó;4101507;Arapongas;1;2;3;2507
1200500;Sena Madureira;4101507;Arapongas;1;2;3;2321
3541307;Presidente Epitácio;4101507;Arapongas;1;2;3;193
1302603;Manaus;4101408;Apucarana;1;2;3;2411
2611606;Recife;4101408;Apucarana;1;2;3;2354
3505807;Bastos;4100608;Alto Paraná;1;2;3;210
3529302;Matão;3557105;Votuporanga;1;2;3;210
3532009;Morungaba;3557006;Votorantim;1;2;3;94
3545803;Santa Bárbara d'Oeste;3557006;Votorantim;1;2;3;85
3505500;Barretos;3556800;Viradouro;1;2;3;46
3531506;Monte Azul Paulista;3556800;Viradouro;1;2;3;36
3554102;Taubaté;3556206;Valinhos;1;2;3;145
3503208;Araraquara;3555604;Uchoa;1;2;3;140
3527108;Lins;3555356;Ubarana;1;2;3;58
3535705;Paraíso;3555356;Ubarana;1;2;3;99
3534401;Osasco;3555000;Tupã;1;2;3;428
1400100;Boa Vista;3554508;Tietê;1;2;3;3140
3506904;Bofete;3554508;Tietê;1;2;3;56
3507605;Bragança Paulista;3554508;Tietê;1;2;3;120
3509502;Campinas;3554300;Teodoro Sampaio;1;2;3;530
3543402;Ribeirão Preto;3554300;Teodoro Sampaio;1;2;3;475
3546603;Santa Fé do Sul;3554300;Teodoro Sampaio;1;2;3;287
3513009;Cotia;3554102;Taubaté;1;2;3;153
3516200;Franca;3554102;Taubaté;1;2;3;329
3518305;Guararema;3554102;Taubaté;1;2;3;66
3502200;Angatuba;3554003;Tatuí;1;2;3;60
3510401;Capivari;3554003;Tatuí;1;2;3;52
3540606;Porto Feliz;3554003;Tatuí;1;2;3;36
3537909;Pilar do Sul;3553856;Taquarivaí;1;2;3;100
3505302;Barra Bonita;3553708;Taquaritinga;1;2;3;117
3550308;São Paulo;3553401;Tanabi;1;2;3;460
3506102;Bebedouro;3553302;Tambaú;1;2;3;156
1500800;Ananindeua;3552809;Taboão da Serra;1;2;3;2463
3104007;Araxá;3552809;Taboão da Serra;1;2;3;444
3169307;Três Corações;3552809;Taboão da Serra;1;2;3;265
3515103;Embu-Guaçu;3552809;Taboão da Serra;1;2;3;27
3552403;Sumaré;3552809;Taboão da Serra;1;2;3;99
3529302;Matão;3552601;Tabapuã;1;2;3;97
3516200;Franca;3552502;Suzano;1;2;3;350
1100205;Porto Velho;3552403;Sumaré;1;2;3;2261
1505536;Parauapebas;3552403;Sumaré;1;2;3;1878
3530706;Mogi Guaçu;3552403;Sumaré;1;2;3;64
1100205;Porto Velho;3552205;Sorocaba;1;2;3;2288
3513702;Descalvado;3552205;Sorocaba;1;2;3;175
3513702;Descalvado;3551702;Sertãozinho;1;2;3;93
3510807;Casa Branca;3551603;Serra Negra;1;2;3;101
3533205;Nova Independência;3551504;Serrana;1;2;3;404
3512902;Cosmorama;3551306;Sebastianópolis do Sul;1;2;3;25
3529609;Meridiano;3551306;Sebastianópolis do Sul;1;2;3;42
2927408;Salvador;3551108;Sarapuí;1;2;3;1498
3509502;Campinas;3550902;São Simão;1;2;3;165
3510807;Casa Branca;3550803;São Sebastião da Grama;1;2;3;28
3509700;Campos do Jordão;3550704;São Sebastião;1;2;3;116
3534401;Osasco;3550704;São Sebastião;1;2;3;140
3509502;Campinas;3550407;São Pedro;1;2;3;96
1101104;Itapuã do Oeste;3550308;São Paulo;1;2;3;2277
1500107;Abaetetuba;3550308;São Paulo;1;2;3;2433
1500206;Acará;3550308;São Paulo;1;2;3;2408
1716604;Peixe;3550308;São Paulo;1;2;3;1300
2103307;Codó;3550308;São Paulo;1;2;3;2137
2616308;Vicência;3550308;São Paulo;1;2;3;2088
2909802;Cruz das Almas;3550308;São Paulo;1;2;3;1424
3101508;Além Paraíba;3550308;São Paulo;1;2;3;448
3103801;Arapuá;3550308;São Paulo;1;2;3;514
3121407;Desterro de Entre Rios;3550308;São Paulo;1;2;3;406
3136900;Juruaia;3550308;São Paulo;1;2;3;266
3156106;Ritápolis;3550308;São Paulo;1;2;3;375
3165305;São Vicente de Minas;3550308;São Paulo;1;2;3;310
